+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                              ;
+----------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; CPU0|DATAPATH0|FPALU0|mul1                                                                                                                         ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist6_fracRPreExc_uid125_fpAddSubTest_ieeeAdd_b_1                                                        ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist24_excZ_aSig_uid25_uid32_fpAddSubTest_ieeeAdd_q_1                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist21_excZ_bSig_uid26_uid46_fpAddSubTest_ieeeAdd_q_4                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist7_aMinusA_uid96_fpAddSubTest_ieeeAdd_q_1                                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|rInfOvf_uid130_fpAddSubTest_ieeeAdd_delay                                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|regInputs_uid127_fpAddSubTest_ieeeAdd_delay                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist5_expRPreExc_uid126_fpAddSubTest_ieeeAdd_b_1                                                         ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist8_fracGRS_uid93_fpAddSubTest_ieeeAdd_q_1                                                             ; 31    ; 2              ; 0            ; 2              ; 28     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist2_vStage_uid163_lzCountVal_uid94_fpAddSubTest_ieeeAdd_b_1                                            ; 15    ; 2              ; 0            ; 2              ; 12     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist23_excI_aSig_uid36_fpAddSubTest_ieeeAdd_q_2                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist16_excI_bSig_uid50_fpAddSubTest_ieeeAdd_q_2                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist9_effSub_uid61_fpAddSubTest_ieeeAdd_q_4                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist22_excN_aSig_uid37_fpAddSubTest_ieeeAdd_q_2                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|excN_aSig_uid37_fpAddSubTest_ieeeAdd_delay                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist15_excN_bSig_uid51_fpAddSubTest_ieeeAdd_q_2                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|excN_bSig_uid51_fpAddSubTest_ieeeAdd_delay                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist4_signRInfRZRReg_uid146_fpAddSubTest_ieeeAdd_q_2                                                     ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|signRInfRZRReg_uid146_fpAddSubTest_ieeeAdd_delay                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|fracXIsZero_uid34_fpAddSubTest_ieeeAdd_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist17_fracXIsZero_uid48_fpAddSubTest_ieeeAdd_q_3                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|fracXIsZero_uid48_fpAddSubTest_ieeeAdd_delay                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist20_excZ_bSig_uid26_uid46_fpAddSubTest_ieeeAdd_q_3                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist11_sigB_uid60_fpAddSubTest_ieeeAdd_b_3                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist26_exp_aSig_uid30_fpAddSubTest_ieeeAdd_b_3                                                           ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist14_InvExpXIsZero_uid53_fpAddSubTest_ieeeAdd_q_2                                                      ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist18_expXIsMax_uid47_fpAddSubTest_ieeeAdd_q_3                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|expXIsMax_uid47_fpAddSubTest_ieeeAdd_delay                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist13_sigA_uid59_fpAddSubTest_ieeeAdd_b_3                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist0_rVStage_uid168_lzCountVal_uid94_fpAddSubTest_ieeeAdd_merged_bit_select_b_1                         ; 11    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist1_rVStage_uid168_lzCountVal_uid94_fpAddSubTest_ieeeAdd_merged_bit_select_c_1                         ; 11    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|vCount_uid169_lzCountVal_uid94_fpAddSubTest_ieeeAdd_delay                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist3_vCount_uid161_lzCountVal_uid94_fpAddSubTest_ieeeAdd_q_1                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|invCmpEQ_stickyBits_cZwF_uid81_fpAddSubTest_ieeeAdd_delay                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|effSubInvSticky_uid83_fpAddSubTest_ieeeAdd_delay                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist25_frac_aSig_uid31_fpAddSubTest_ieeeAdd_b_2                                                          ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|fracBAddOpPostXor_uid90_fpAddSubTest_ieeeAdd_delay                                                         ; 30    ; 1              ; 0            ; 1              ; 27     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist19_excZ_bSig_uid26_uid46_fpAddSubTest_ieeeAdd_q_1                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist12_sigA_uid59_fpAddSubTest_ieeeAdd_b_1                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst|redist10_sigB_uid60_fpAddSubTest_ieeeAdd_b_1                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1|add_sub_inst                                                                                                            ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0|add1                                                                                                                         ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|FPALU0                                                                                                                              ; 71    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|ALU0                                                                                                                                ; 69    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|IMMGEN0                                                                                                                             ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|REGISTERS1                                                                                                                          ; 60    ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0|REGISTERS0                                                                                                                          ; 60    ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|DATAPATH0                                                                                                                                     ; 134   ; 70             ; 0            ; 70             ; 685    ; 70              ; 70            ; 70              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0|CONTROL0                                                                                                                                      ; 32    ; 0              ; 10           ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CPU0                                                                                                                                               ; 109   ; 38             ; 0            ; 38             ; 659    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CLOCK0|Timer10                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CLOCK0|PLL1|pll_main_inst                                                                                                                          ; 2     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CLOCK0|PLL1                                                                                                                                        ; 2     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; CLOCK0                                                                                                                                             ; 15    ; 3              ; 0            ; 3              ; 11     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+----------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
